Team,FirstName,LastName,Nationality,Age,Team_Location,College,HighSchool,BirthState,State_Born,Experience,League,FullName,BirthCity,State
New England Revolution,Thomas,McNamara,United States,33,Massachusetts,,,,,,MLS,Thomas McNamara,,
New England Revolution,Earl,Edwards,United States,32,Massachusetts,,,,,,MLS,Earl Edwards,,
New England Revolution,Bobby,Wood,United States,31,Massachusetts,,,,,,MLS,Bobby Wood,,
New England Revolution,Jonathan,Mensah,Ghana,33,Massachusetts,,,,,,MLS,Jonathan Mensah,,
New England Revolution,Aljaž,Ivačič,Slovenia,30,Massachusetts,,,,,,MLS,Aljaž Ivačič,,
New England Revolution,Giacomo,Vrioni,Albania,25,Massachusetts,,,,,,MLS,Giacomo Vrioni,,
New England Revolution,Ian Andrew,Harkes,United States,29,Massachusetts,,,,,,MLS,Ian Andrew Harkes,,
New England Revolution,Nicholas,Lima,United States,29,Massachusetts,,,,,,MLS,Nicholas Lima,,
New England Revolution,Mark-Anthony,Kaye,Canada,29,Massachusetts,,,,,,MLS,MarkAnthony Kaye,,
New England Revolution,Tomás Alejandro,Chancalay,Argentina,25,Massachusetts,,,,,,MLS,Tomás Alejandro Chancalay,,
New England Revolution,Xavier Ricardo,Arreaga Bermello,Ecuador,29,Massachusetts,,,,,,MLS,Xavier Ricardo Arreaga Bermello,,
New England Revolution,Brandon,Bye,United States,28,Massachusetts,,,,,,MLS,Brandon Bye,,
New England Revolution,DeJuan Lytelle,Jones,United States,27,Massachusetts,,,,,,MLS,DeJuan Lytelle Jones,,
New England Revolution,Dylan Felipe,Borrero Caicedo,Colombia,22,Massachusetts,,,,,,MLS,Dylan Felipe Borrero Caicedo,,
New England Revolution,Henrich,Ravas,Slovakia,26,Massachusetts,,,,,,MLS,Henrich Ravas,,
New England Revolution,Henry,Kessler,United States,26,Massachusetts,,,,,,MLS,Henry Kessler,,
New England Revolution,Noel,Buck,England,19,Massachusetts,,,,,,MLS,Noel Buck,,
New England Revolution,Ryan,Spaulding,United States,25,Massachusetts,,,,,,MLS,Ryan Spaulding,,
New England Revolution,Esmir,Bajraktarevic,United States,19,Massachusetts,,,,,,MLS,Esmir Bajraktarevic,,
New England Revolution,Jack,Panayotou,United States,20,Massachusetts,,,,,,MLS,Jack Panayotou,,
New England Revolution,Joshua,Bolma,Ghana,22,Massachusetts,,,,,,MLS,Joshua Bolma,,
New England Revolution,Santiago,Suarez,United States,19,Massachusetts,,,,,,MLS,Santiago Suarez,,
New England Revolution,Peyton James,Miller,United States,17,Massachusetts,,,,,,MLS,Peyton James Miller,,
New England Revolution,Malcolm,Fry,United States,19,Massachusetts,,,,,,MLS,Malcolm Fry,,
New England Revolution,John David ,Gunn Curlin,Panama,24,Massachusetts,,,,,,MLS,John David Gunn Curlin,,
New York City Football Club,Maximiliano Nicolás ,Moralez,Argentina,37,New York,,,,,,MLS,Maximiliano Nicolás Moralez,,
New York City Football Club,Thiago,Martins Bueno,Brazil,29,New York,,,,,,MLS,Thiago Martins Bueno,,
New York City Football Club,Hannes,Wolf,Austria,25,New York,,,,,,MLS,Hannes Wolf,,
New York City Football Club,Birk,Risa,Norway,26,New York,,,,,,MLS,Birk Risa,,
New York City Football Club,James Hoban,Sands,United States,24,New York,,,,,,MLS,James Hoban Sands,,
New York City Football Club,Andrés Felipe,Perea Castañeda,United States,23,New York,,,,,,MLS,Andrés Felipe Perea Castañeda,,
New York City Football Club,Keaton,Alexander Parks,United States,26,New York,,,,,,MLS,Keaton Alexander Parks,,
New York City Football Club,Strahinja,Tanasijević,Serbia,27,New York,,,,,,MLS,Strahinja Tanasijević,,
New York City Football Club,Luis ,Barraza,United States,27,New York,,,,,,MLS,Luis Barraza,,
New York City Football Club,Justin,Haak,United States,22,New York,,,,,,MLS,Justin Haak,,
New York City Football Club,Matt,Freese,United States,25,New York,,,,,,MLS,Matt Freese,,
New York City Football Club,Santiago Mariano,Rodríguez Molina,Uruguay,24,New York,,,,,,MLS,Santiago Mariano Rodríguez Molina,,
New York City Football Club,Talles Magno,Bacelar Martins,Brazil,22,New York,,,,,,MLS,Talles Magno Bacelar Martins,,
New York City Football Club,Tayvon Howard ,Gray,Jamaica,21,New York,,,,,,MLS,Tayvon Howard Gray,,
New York City Football Club,Andres,Jasson,United States,22,New York,,,,,,MLS,Andres Jasson,,
New York City Football Club,Rio ,Hope-Gund,United States,24,New York,,,,,,MLS,Rio HopeGund,,
New York City Football Club,Tomás Lían,Romero Keubler,El Salvador,23,New York,,,,,,MLS,Tomás Lían Romero Keubler,,
New York City Football Club,Adrian Alonso,Martínez Batista,Costa Rica,25,New York,,,,,,MLS,Adrian Alonso Martínez Batista,,
New York City Football Club,Julián,Fernández,Argentina,20,New York,,,,,,MLS,Julián Fernández,,
New York City Football Club,Maximo,Carrizo,United States,16,New York,,,,,,MLS,Maximo Carrizo,,
New York City Football Club,Kevin,O'Toole,United States,25,New York,,,,,,MLS,Kevin O'Toole,,
New York City Football Club,Axel Agustin,Ojeda,Argentina,20,New York,,,,,,MLS,Axel Agustin Ojeda,,
New York City Football Club,Mitja,Ilenič,Slovenia,19,New York,,,,,,MLS,Mitja Ilenič,,
New York City Football Club,Christian,McFarlane,England,17,New York,,,,,,MLS,Christian McFarlane,,
New York City Football Club,Jovan,Mijatović,Serbia,18,New York,,,,,,MLS,Jovan Mijatović,,
New York City Football Club,Monsef,Bakrar,Algeria,23,New York,,,,,,MLS,Monsef Bakrar,,
New York City Football Club,Drew,Baiera,United States,17,New York,,,,,,MLS,Drew Baiera,,
New York City Football Club,Jonathan,Shore,United States,17,New York,,,,,,MLS,Jonathan Shore,,
New York City Football Club,Alexander,Rando,United States,23,New York,,,,,,MLS,Alexander Rando,,
New York City Football Club,Malachi,Jones,Sierra Leone,20,New York,,,,,,MLS,Malachi Jones,,
New York City Football Club,Jacob ,Arroyave,United States,16,New York,,,,,,MLS,Jacob Arroyave,,
New York Red Bulls,Ryan,Meara,United States,33,New Jersey,,,,,,MLS,Ryan Meara,,
New York Red Bulls,Emil,Forsberg,Sweden,32,New Jersey,,,,,,MLS,Emil Forsberg,,
New York Red Bulls,Dante,Vanzeir,Belgium,26,New Jersey,,,,,,MLS,Dante Vanzeir,,
New York Red Bulls,Cory Lamar Crossgill,Burke,Jamaica,32,New Jersey,,,,,,MLS,Cory Lamar Crossgill Burke,,
New York Red Bulls,Carlos Miguel,Coronel,Paraguay,27,New Jersey,,,,,,MLS,Carlos Miguel Coronel,,
New York Red Bulls,Kyle,Duncan,United States,26,New Jersey,,,,,,MLS,Kyle Duncan,,
New York Red Bulls,Lewis,Morgan,Scotland,27,New Jersey,,,,,,MLS,Lewis Morgan,,
New York Red Bulls,Andrés Felipe,Reyes Ambuila,Colombia,24,New Jersey,,,,,,MLS,Andrés Felipe Reyes Ambuila,,
New York Red Bulls,Frankie,Amaya,United States,23,New Jersey,,,,,,MLS,Frankie Amaya,,
New York Red Bulls,Sean,Nealis,United States,27,New Jersey,,,,,,MLS,Sean Nealis,,
New York Red Bulls,Dylan,Nealis,United States,25,New Jersey,,,,,,MLS,Dylan Nealis,,
New York Red Bulls,John Michael ,Tolkin,United States,21,New Jersey,,,,,,MLS,John Michael Tolkin,,
New York Red Bulls,Noah,Eile,Sweden,21,New Jersey,,,,,,MLS,Noah Eile,,
New York Red Bulls,Cameron,Harper,United States,22,New Jersey,,,,,,MLS,Cameron Harper,,
New York Red Bulls,Wikelman José,Carmona Torres,Venezuela,21,New Jersey,,,,,,MLS,Wikelman José Carmona Torres,,
New York Red Bulls,Bento ,Estrela,United States,18,New Jersey,,,,,,MLS,Bento Estrela,,
New York Red Bulls,Elias Manoel,Alves de Paula,Brazil,22,New Jersey,,,,,,MLS,Elias Manoel Alves de Paula,,
New York Red Bulls,Anthony,Marcucci,United States,24,New Jersey,,,,,,MLS,Anthony Marcucci,,
New York Red Bulls,Serge,Ngoma,United States,19,New Jersey,,,,,,MLS,Serge Ngoma,,
New York Red Bulls,Daniel,Edelman,United States,21,New Jersey,,,,,,MLS,Daniel Edelman,,
New York Red Bulls,Dennis,Gjengaar,Norway,20,New Jersey,,,,,,MLS,Dennis Gjengaar,,
New York Red Bulls,Peter,Stroud,United States,22,New Jersey,,,,,,MLS,Peter Stroud,,
New York Red Bulls,Curtis,Ofori,United States,18,New Jersey,,,,,,MLS,Curtis Ofori,,
New York Red Bulls,Omar Javier,Valencia Araúz,Panama,20,New Jersey,,,,,,MLS,Omar Javier Valencia Araúz,,
New York Red Bulls,Ronald,Donkor,Mali,19,New Jersey,,,,,,MLS,Ronald Donkor,,
New York Red Bulls,Juan Jose,Mina,Colombia,19,New Jersey,,,,,,MLS,Juan Jose Mina,,
New York Red Bulls,Julian,Hall,United States,16,New Jersey,,,,,,MLS,Julian Hall,,
New York Red Bulls,Roald,Mitchell,United States,21,New Jersey,,,,,,MLS,Roald Mitchell,,
New York Red Bulls,Mohammed ,Sofo,Ghana,19,New Jersey,,,,,,MLS,Mohammed Sofo,,
New York Red Bulls,Aidan Charles,O'Connor,United States,22,New Jersey,,,,,,MLS,Aidan Charles O'Connor,,
Orlando City Soccer Club,Marcelo Nicolás,Lodeiro Benítez,Uruguay,35,Florida,,,,,,MLS,Marcelo Nicolás Lodeiro Benítez,,
Orlando City Soccer Club,Luis Fernando,Muriel Fruto,Colombia,33,Florida,,,,,,MLS,Luis Fernando Muriel Fruto,,
Orlando City Soccer Club,Felipe,Martins Campanholi,Brazil,33,Florida,,,,,,MLS,Felipe Martins Campanholi,,
Orlando City Soccer Club,Rodrigo Adrián,Schlegel,Argentina,27,Florida,,,,,,MLS,Rodrigo Adrián Schlegel,,
Orlando City Soccer Club,Pedro David,Gallese Quiróz,Peru,34,Florida,,,,,,MLS,Pedro David Gallese Quiróz,,
Orlando City Soccer Club,Wilder José,Cartagena Mendoza,Peru,29,Florida,,,,,,MLS,Wilder José Cartagena Mendoza,,
Orlando City Soccer Club,Mason,Stajduhar,United States,26,Florida,,,,,,MLS,Mason Stajduhar,,
Orlando City Soccer Club,Martín Exequiel,Ojeda,Argentina,25,Florida,,,,,,MLS,Martín Exequiel Ojeda,,
Orlando City Soccer Club,Robin,Jansson,Sweden,32,Florida,,,,,,MLS,Robin Jansson,,
Orlando City Soccer Club,Facundo Daniel,Torres Pérez,Uruguay,24,Florida,,,,,,MLS,Facundo Daniel Torres Pérez,,
Orlando City Soccer Club,Rafael Lucas,Cardoso dos Santos,Brazil,26,Florida,,,,,,MLS,Rafael Lucas Cardoso dos Santos,,
Orlando City Soccer Club,Kyle,Smith,United States,32,Florida,,,,,,MLS,Kyle Smith,,
Orlando City Soccer Club,César Nahue,Araujo Vilches,Uruguay,23,Florida,,,,,,MLS,César Nahue Araujo Vilches,,
Orlando City Soccer Club,Iván Darío,Angulo Cortéz,Colombia,25,Florida,,,,,,MLS,Iván Darío Angulo Cortéz,,
Orlando City Soccer Club,Michael,Halliday,United States,21,Florida,,,,,,MLS,Michael Halliday,,
Orlando City Soccer Club,Wilfredo Amarat,Rivera Cepeda,Puerto Rico,20,Florida,,,,,,MLS,Wilfredo Amarat Rivera Cepeda,,
Orlando City Soccer Club,Ramiro,Enrique Paz,Argentina,23,Florida,,,,,,MLS,Ramiro Enrique Paz,,
Orlando City Soccer Club,David,Brekalo,Slovenia,25,Florida,,,,,,MLS,David Brekalo,,
Orlando City Soccer Club,Thomas,Williams,United States,19,Florida,,,,,,MLS,Thomas Williams,,
Orlando City Soccer Club,Jack,Lynn,United States,24,Florida,,,,,,MLS,Jack Lynn,,
Orlando City Soccer Club,Alexander,Freeman,United States,19,Florida,,,,,,MLS,Alexander Freeman,,
Orlando City Soccer Club,Javier,Otero Fernández,Venezuela,21,Florida,,,,,,MLS,Javier Otero Fernández,,
Orlando City Soccer Club,Dagur Dan,Þórhallsson,Iceland,24,Florida,,,,,,MLS,Dagur Dan Þórhallsson,,
Orlando City Soccer Club,Favian,Loyola,United States,19,Florida,,,,,,MLS,Favian Loyola,,
Orlando City Soccer Club,Shakur,Mohammed,Ghana,20,Florida,,,,,,MLS,Shakur Mohammed,,
Orlando City Soccer Club,Duncan,McGuire,United States,23,Florida,,,,,,MLS,Duncan McGuire,,
Orlando City Soccer Club,Tahir Yazid,Reid-Brown,United States,18,Florida,,,,,,MLS,Tahir Yazid ReidBrown,,
Orlando City Soccer Club,Jeorgio ,Kocevski,United States,21,Florida,,,,,,MLS,Jeorgio Kocevski,,
Orlando City Soccer Club,Yutaro ,Tsukada,Japan,22,Florida,,,,,,MLS,Yutaro Tsukada,,
Philadelphia Union,Andre Jason,Blake,Jamaica,33,Pennsylvania,,,,,,MLS,Andre Jason Blake,,
Philadelphia Union,Alejandro,Bedoya,United States,37,Pennsylvania,,,,,,MLS,Alejandro Bedoya,,
Philadelphia Union,Mikael,Uhre,Denmark,29,Pennsylvania,,,,,,MLS,Mikael Uhre,,
Philadelphia Union,Jakob,Glesnes,Norway,30,Pennsylvania,,,,,,MLS,Jakob Glesnes,,
Philadelphia Union,Olivier,Mbaissidara Mbaizo,Cameroon,26,Pennsylvania,,,,,,MLS,Olivier Mbaissidara Mbaizo,,
Philadelphia Union,Damion Onandi,Lowe,Jamaica,31,Pennsylvania,,,,,,MLS,Damion Onandi Lowe,,
Philadelphia Union,Jack,Elliott,England,28,Pennsylvania,,,,,,MLS,Jack Elliott,,
Philadelphia Union,Dániel,Gazdag,Hungary,28,Pennsylvania,,,,,,MLS,Dániel Gazdag,,
Philadelphia Union,Julián,Carranza,Argentina,24,Pennsylvania,,,,,,MLS,Julián Carranza,,
Philadelphia Union,Jesús Daniel,Bueno Añez,Venezuela,25,Pennsylvania,,,,,,MLS,Jesús Daniel Bueno Añez,,
Philadelphia Union,José Andrés,Martínez,Venezuela,29,Pennsylvania,,,,,,MLS,José Andrés Martínez,,
Philadelphia Union,Kai,Wagner,Germany,27,Pennsylvania,,,,,,MLS,Kai Wagner,,
Philadelphia Union,Quinn,Sullivan,United States,20,Pennsylvania,,,,,,MLS,Quinn Sullivan,,
Philadelphia Union,Nathan,Harriel,United States,23,Pennsylvania,,,,,,MLS,Nathan Harriel,,
Philadelphia Union,Jack,McGlynn,United States,21,Pennsylvania,,,,,,MLS,Jack McGlynn,,
Philadelphia Union,Leon Maximilian,Flach,Germany,23,Pennsylvania,,,,,,MLS,Leon Maximilian Flach,,
Philadelphia Union,Jose Jamir,Berdecio Mendoza,Bolivia,22,Pennsylvania,,,,,,MLS,Jose Jamir Berdecio Mendoza,,
Philadelphia Union,Isaiah,LeFlore,United States,21,Pennsylvania,,,,,,MLS,Isaiah LeFlore,,
Philadelphia Union,Thai,Baribo,Israel,26,Pennsylvania,,,,,,MLS,Thai Baribo,,
Philadelphia Union,Bukuru Jack- Sanders,Ngabo,Denmark,20,Pennsylvania,,,,,,MLS,Bukuru Jack Sanders Ngabo,,
Philadelphia Union,Bukuru Jack- Sanders,Ngabo,Denmark,20,Pennsylvania,,,,,,MLS,Bukuru Jack Sanders Ngabo,,
Philadelphia Union,Christopher,Donovan,United States,23,Pennsylvania,,,,,,MLS,Christopher Donovan,,
Philadelphia Union,Holden,Trent,United States,25,Pennsylvania,,,,,,MLS,Holden Trent,,
Philadelphia Union,Jeremy,Rafanello,United States,24,Pennsylvania,,,,,,MLS,Jeremy Rafanello,,
Philadelphia Union,Olwethu,Makhanya,South Africa,20,Pennsylvania,,,,,,MLS,Olwethu Makhanya,,
Philadelphia Union,Nicholas,Pariano,United States,21,Pennsylvania,,,,,,MLS,Nicholas Pariano,,
Philadelphia Union,Markus Adeniyi,Anderson Adedeji,United States,20,Pennsylvania,,,,,,MLS,Markus Adeniyi Anderson Adedeji,,
Philadelphia Union,Oliver,Semmle,Germany,26,Pennsylvania,,,,,,MLS,Oliver Semmle,,
Philadelphia Union,Andrew ,Rick,United States,18,Pennsylvania,,,,,,MLS,Andrew Rick,,
Philadelphia Union,David,Vazquez,United States,18,Pennsylvania,,,,,,MLS,David Vazquez,,
Philadelphia Union,Christopher James,Olney,United States,17,Pennsylvania,,,,,,MLS,Christopher James Olney,,
Portland Timbers,Jonathan Javier,Rodríguez Portillo,Uruguay,31,Oregon,,,,,,MLS,Jonathan Javier Rodríguez Portillo,,
Portland Timbers,Claudio Nicolás,Bravo,Argentina,27,Oregon,,,,,,MLS,Claudio Nicolás Bravo,,
Portland Timbers,Eric,Miller,United States,31,Oregon,,,,,,MLS,Eric Miller,,
Portland Timbers,Maxime,Crépeau,Canada,30,Oregon,,,,,,MLS,Maxime Crépeau,,
Portland Timbers,Diego Ferney,Chará Zamora,Colombia,38,Oregon,,,,,,MLS,Diego Ferney Chará Zamora,,
Portland Timbers,Dairon Estibens,Asprilla Rivas,Colombia,32,Oregon,,,,,,MLS,Dairon Estibens Asprilla Rivas,,
Portland Timbers,Miguel Gianpirre,Araujo Blanco,Peru,29,Oregon,,,,,,MLS,Miguel Gianpirre Araujo Blanco,,
Portland Timbers,Dario,Župarić,Croatia,32,Oregon,,,,,,MLS,Dario Župarić,,
Portland Timbers,Cristhian Fabián,Paredes Maciel,Paraguay,26,Oregon,,,,,,MLS,Cristhian Fabián Paredes Maciel,,
Portland Timbers,Evander,da Silva Ferreira,Brazil,26,Oregon,,,,,,MLS,Evander da Silva Ferreira,,
Portland Timbers,James,Pantemis,Canada,27,Oregon,,,,,,MLS,James Pantemis,,
Portland Timbers,Larrys,Mabiala Destin,DR Congo,36,Oregon,,,,,,MLS,Larrys Mabiala Destin,,
Portland Timbers,Felipe Andrés,Mora Aliaga,Chile,30,Oregon,,,,,,MLS,Felipe Andrés Mora Aliaga,,
Portland Timbers,Marvin Antonio,Loría Leitón,Costa Rica,27,Oregon,,,,,,MLS,Marvin Antonio Loría Leitón,,
Portland Timbers,Nathan Uiliam,Fogaça,Brazil,25,Oregon,,,,,,MLS,Nathan Uiliam Fogaça,,
Portland Timbers,Eryk Tyrek,Williamson,United States,27,Oregon,,,,,,MLS,Eryk Tyrek Williamson,,
Portland Timbers,Kamal Anthony,Miller,Canada,27,Oregon,,,,,,MLS,Kamal Anthony Miller,,
Portland Timbers,Trey,Muse,United States,24,Oregon,,,,,,MLS,Trey Muse,,
Portland Timbers,Santiago,Moreno,Colombia,24,Oregon,,,,,,MLS,Santiago Moreno,,
Portland Timbers,Maximiliano David,Ayala,Argentina,21,Oregon,,,,,,MLS,Maximiliano David Ayala,,
Portland Timbers,Juan David,Mosquera López,Colombia,21,Oregon,,,,,,MLS,Juan David Mosquera López,,
Portland Timbers,Zachery Lewis,McGraw,Canada,27,Oregon,,,,,,MLS,Zachery Lewis McGraw,,
Portland Timbers,Hunter,Sulte,United States,22,Oregon,,,,,,MLS,Hunter Sulte,,
Portland Timbers,Antony,Alves Santos,Brazil,22,Oregon,,,,,,MLS,Antony Alves Santos,,
Portland Timbers,Sawyer George,Jura,United States,18,Oregon,,,,,,MLS,Sawyer George Jura,,
Portland Timbers,Kyle,Linhares,United States,21,Oregon,,,,,,MLS,Kyle Linhares,,
Real Salt Lake,Bryan Josué,Oviedo Jiménez,Costa Rica,34,Utah,,,,,,MLS,Bryan Josué Oviedo Jiménez,,
Real Salt Lake,Zac,MacMath,United States,32,Utah,,,,,,MLS,Zac MacMath,,
Real Salt Lake,Justen Thomas,Glad,United States,27,Utah,,,,,,MLS,Justen Thomas Glad,,
Real Salt Lake,Andrew,Brody,United States,29,Utah,,,,,,MLS,Andrew Brody,,
Real Salt Lake,Tomás,Gómez,United States,31,Utah,,,,,,MLS,Tomás Gómez,,
Real Salt Lake,Matt,Crooks,England,30,Utah,,,,,,MLS,Matt Crooks,,
Real Salt Lake,Marcelo Andrés,Silva Fernández,Uruguay,35,Utah,,,,,,MLS,Marcelo Andrés Silva Fernández,,
Real Salt Lake,Alexandros,Katranis,Greece,26,Utah,,,,,,MLS,Alexandros Katranis,,
Real Salt Lake,Anderson Andrés,Julio Santos,Ecuador,28,Utah,,,,,,MLS,Anderson Andrés Julio Santos,,
Real Salt Lake,Pablo,Ruíz,Argentina,25,Utah,,,,,,MLS,Pablo Ruíz,,
Real Salt Lake,Braian Oscar,Ojeda Rodríguez,Paraguay,24,Utah,,,,,,MLS,Braian Oscar Ojeda Rodríguez,,
Real Salt Lake,Erik ,Holt,United States,27,Utah,,,,,,MLS,Erik Holt,,
Real Salt Lake,Brayan Emanuel,Vera Ramírez,Colombia,25,Utah,,,,,,MLS,Brayan Emanuel Vera Ramírez,,
Real Salt Lake,Maikel,Chang,Cuba,33,Utah,,,,,,MLS,Maikel Chang,,
Real Salt Lake,Cristian Daniel,Arango Duque,Colombia,29,Utah,,,,,,MLS,Cristian Daniel Arango Duque,,
Real Salt Lake,Bode,Davis,United States,22,Utah,,,,,,MLS,Bode Davis,,
Real Salt Lake,Nelson,Palacio,Colombia,23,Utah,,,,,,MLS,Nelson Palacio,,
Real Salt Lake,Axel,Kei,United States,16,Utah,,,,,,MLS,Axel Kei,,
Real Salt Lake,Carlos Andrés,Gómez Hinestroza,Colombia,21,Utah,,,,,,MLS,Carlos Andrés Gómez Hinestroza,,
Real Salt Lake,Gavin,Beavers,United States,19,Utah,,,,,,MLS,Gavin Beavers,,
Real Salt Lake,Zackery,Farnsworth,United States,21,Utah,,,,,,MLS,Zackery Farnsworth,,
Real Salt Lake,Jude,Wellings,United States,18,Utah,,,,,,MLS,Jude Wellings,,
Real Salt Lake,Philip,Quinton,United States,24,Utah,,,,,,MLS,Philip Quinton,,
Real Salt Lake,Diego,Luna,United States,20,Utah,,,,,,MLS,Diego Luna,,
Real Salt Lake,Noel,Caliskan,Germany,23,Utah,,,,,,MLS,Noel Caliskan,,
Real Salt Lake,Ilijah,Paul Gindiri,United States,21,Utah,,,,,,MLS,Ilijah Paul Gindiri,,
Real Salt Lake,Emeka,Somto Eneli,United States,24,Utah,,,,,,MLS,Emeka Somto Eneli,,
Real Salt Lake,Bertin,Jacquesson,France,23,Utah,,,,,,MLS,Bertin Jacquesson,,
Real Salt Lake,Zavier,Gozo,United States,17,Utah,,,,,,MLS,Zavier Gozo,,
Real Salt Lake,Luis,Rivera,United States,16,Utah,,,,,,MLS,Luis Rivera,,
Real Salt Lake,Fidel Junior,Barajas Juarez,Mexico,18,Utah,,,,,,MLS,Fidel Junior Barajas Juarez,,
Real Salt Lake,Derrick Nicholas,Silva,United States,22,Utah,,,,,,MLS,Derrick Nicholas Silva,,
Real Salt Lake,José Kevin,Bonilla,United States,22,Utah,,,,,,MLS,José Kevin Bonilla,,
Real Salt Lake,Matthew,Bell,Jamaica,21,Utah,,,,,,MLS,Matthew Bell,,
Real Salt Lake,Darón ,Iskenderian,Armenia,22,Utah,,,,,,MLS,Darón Iskenderian,,
Real Salt Lake,Keller ,Storlie,United States,22,Utah,,,,,,MLS,Keller Storlie,,
San Jose Earthquakes,Alfredo,Morales,United States,34,California,,,,,,MLS,Alfredo Morales,,
San Jose Earthquakes,Cristian Omar,Espinoza,Argentina,29,California,,,,,,MLS,Cristian Omar Espinoza,,
San Jose Earthquakes,Carlos Armando,Gruezo Arboleda,Ecuador,29,California,,,,,,MLS,Carlos Armando Gruezo Arboleda,,
San Jose Earthquakes,Tommy,Thompson,United States,28,California,,,,,,MLS,Tommy Thompson,,
San Jose Earthquakes,William Paul,Yarbrough Story,United States,35,California,,,,,,MLS,William Paul Yarbrough Story,,
San Jose Earthquakes,Antônio Josenildo,Rodrigues de Oliveira,Brazil,26,California,,,,,,MLS,Antônio Josenildo Rodrigues de Oliveira,,
San Jose Earthquakes,Vítor,Costa de Brito,Brazil,30,California,,,,,,MLS,Vítor Costa de Brito,,
San Jose Earthquakes,Bruno,Wilson,Portugal,27,California,,,,,,MLS,Bruno Wilson,,
San Jose Earthquakes,Daniel,De Sousa Brito,Brazil,30,California,,,,,,MLS,Daniel De Sousa Brito,,
San Jose Earthquakes,Jackson,Yueill,United States,27,California,,,,,,MLS,Jackson Yueill,,
San Jose Earthquakes,Jeremy Edward Nirina,Ebobisse Ebolo,United States,27,California,,,,,,MLS,Jeremy Edward Nirina Ebobisse Ebolo,,
San Jose Earthquakes,James Thomas 'J.T.',Marcinkowski,United States,27,California,,,,,,MLS,James Thomas 'J.T.' Marcinkowski,,
San Jose Earthquakes,Michael Robert,Otucan Baldisimo,Philippines,24,California,,,,,,MLS,Michael Robert Otucan Baldisimo,,
San Jose Earthquakes,Carlos,Akapo Martínez,Equatorial Guinea,31,California,,,,,,MLS,Carlos Akapo Martínez,,
San Jose Earthquakes,Paul,Marie,France,29,California,,,,,,MLS,Paul Marie,,
San Jose Earthquakes,Cade Dylan,Cowell,United States,20,California,,,,,,MLS,Cade Dylan Cowell,,
San Jose Earthquakes,Hernán,López Muñoz,Argentina,23,California,,,,,,MLS,Hernán López Muñoz,,
San Jose Earthquakes,James Tanner,Beason,United States,27,California,,,,,,MLS,James Tanner Beason,,
San Jose Earthquakes,Emmanuel,Ochoa,United States,19,California,,,,,,MLS,Emmanuel Ochoa,,
San Jose Earthquakes,Casey,Walls,United States,21,California,,,,,,MLS,Casey Walls,,
San Jose Earthquakes,Jack,Skahan,United States,26,California,,,,,,MLS,Jack Skahan,,
San Jose Earthquakes,Benjamin,Kikanovic,United States,24,California,,,,,,MLS,Benjamin Kikanovic,,
San Jose Earthquakes,Amahl William,Pellegrino,Norway,34,California,,,,,,MLS,Amahl William Pellegrino,,
San Jose Earthquakes,Will,Richmond,United States,24,California,,,,,,MLS,Will Richmond,,
San Jose Earthquakes,Jacob,Jackson,United States,24,California,,,,,,MLS,Jacob Jackson,,
San Jose Earthquakes,Niko,Tsakiris,United States,19,California,,,,,,MLS,Niko Tsakiris,,
San Jose Earthquakes,Ousséni,Bouda,Burkina Faso,24,California,,,,,,MLS,Ousséni Bouda,,
San Jose Earthquakes,Preston,Judd,United States,25,California,,,,,,MLS,Preston Judd,,
San Jose Earthquakes,Cruz Ivan,Medina,United States,17,California,,,,,,MLS,Cruz Ivan Medina,,
San Jose Earthquakes,Daniel,Munie,United States,24,California,,,,,,MLS,Daniel Munie,,
