Team,FirstName,LastName,Nationality,Team_Location,College,HighSchool,BirthState,State_Born,Experience,League,BirthCity,State,FullName
SF,Jordan,Elliott,,California,Missouri,,,,6.0,NFL,,,Jordan Elliott
SF,Kalia,Davis,,California,Central Florida,,,,4.0,NFL,,,Kalia Davis
SF,Yetur,Gross-Matos,,California,Penn State,,,,6.0,NFL,,,Yetur Gross-Matos
SF,Drake,Jackson,,California,USC,,,,4.0,NFL,,,Drake Jackson
SF,T.Y.,McGill,,California,North Carolina State,,,,9.0,NFL,,,T.Y. McGill
SF,Nick,Bosa,,California,Ohio State,,,,7.0,NFL,,,Nick Bosa
SF,Javon,Hargrave,,California,South Carolina State,,,,11.0,NFL,,,Javon Hargrave
SF,Maliek,Collins,,California,Nebraska,,,,11.0,NFL,,,Maliek Collins
SEA,Tyrel,Dodson,,Washington,Texas A&M,,,,1.0,NFL,,,Tyrel Dodson
SEA,Dee,Eskridge,,Washington,Western Michigan,,,,1.0,NFL,,,Dee Eskridge
SEA,Rayshawn,Jenkins,,Washington,Miami (FL),,,,2.0,NFL,,,Rayshawn Jenkins
SEA,Michael,Dickson,,Washington,Texas,,,,1.0,NFL,,,Michael Dickson
SEA,Jason,Myers,,Washington,Marist,,,,2.0,NFL,,,Jason Myers
SEA,Sam,Howell,,Washington,North Carolina,,,,1.0,NFL,,,Sam Howell
SEA,Geno,Smith,,Washington,West Virginia,,,,2.0,NFL,,,Geno Smith
SEA,Coby,Bryant,,Washington,Cincinnati,,,,1.0,NFL,,,Coby Bryant
SEA,Kenneth,Walker III,,Washington,Michigan State,,,,1.0,NFL,,,Kenneth Walker III
SEA,Uchenna,Nwosu,,Washington,USC,,,,1.0,NFL,,,Uchenna Nwosu
SEA,Jaxon,Smith-Njigba,,Washington,Ohio State,,,,0.0,NFL,,,Jaxon Smith-Njigba
SEA,Easop,Winston Jr.,,Washington,Washington State,,,,0.0,NFL,,,Easop Winston Jr.
SEA,DK,Metcalf,,Washington,Mississippi,,,,1.0,NFL,,,DK Metcalf
SEA,PJ,Walker,,Washington,Temple,,,,1.0,NFL,,,PJ Walker
SEA,Tyler,Lockett,,Washington,Kansas State,,,,2.0,NFL,,,Tyler Lockett
SEA,Jerome,Baker,,Washington,Ohio State,,,,1.0,NFL,,,Jerome Baker
SEA,Lance,Boykin,,Washington,Coastal Carolina,,,,0.0,NFL,,,Lance Boykin
SEA,Jake,Bobo,,Washington,UCLA,,,,0.0,NFL,,,Jake Bobo
SEA,Julian,Love,,Washington,Notre Dame,,,,1.0,NFL,,,Julian Love
SEA,Devon,Witherspoon,,Washington,Illinois,,,,0.0,NFL,,,Devon Witherspoon
SEA,Tre,Brown,,Washington,Oklahoma,,,,1.0,NFL,,,Tre Brown
SEA,Artie,Burns,,Washington,Miami (FL),,,,2.0,NFL,,,Artie Burns
SEA,K'Von,Wallace,,Washington,Clemson,,,,1.0,NFL,,,K'Von Wallace
SEA,Kenny,McIntosh,,Washington,Georgia,,,,0.0,NFL,,,Kenny McIntosh
SEA,Zach,Charbonnet,,Washington,UCLA,,,,0.0,NFL,,,Zach Charbonnet
SEA,Riq,Woolen,,Washington,Texas-San Antonio,,,,1.0,NFL,,,Riq Woolen
SEA,Nehemiah,Pritchett,,Washington,Auburn,,,,0.0,NFL,,,Nehemiah Pritchett
SEA,D.J.,James,,Washington,Auburn,,,,0.0,NFL,,,D.J. James
SEA,Michael,Jackson,,Washington,Miami (FL),,,,1.0,NFL,,,Michael Jackson
SEA,Ricky,Person Jr.,,Washington,North Carolina State,,,,0.0,NFL,,,Ricky Person Jr.
SEA,Jerrick,Reed II,,Washington,New Mexico,,,,0.0,NFL,,,Jerrick Reed II
SEA,Dee,Williams,,Washington,Tennessee,,,,0.0,NFL,,,Dee Williams
SEA,Jonathan,Sutherland,,Washington,Penn State,,,,0.0,NFL,,,Jonathan Sutherland
SEA,George,Holani,,Washington,Boise State,,,,0.0,NFL,,,George Holani
SEA,Carlton,Johnson,,Washington,Fresno State,,,,0.0,NFL,,,Carlton Johnson
SEA,Brady,Russell,,Washington,Colorado,,,,0.0,NFL,,,Brady Russell
SEA,Andrew,Whitaker,,Washington,Washington (MO),,,,0.0,NFL,,,Andrew Whitaker
SEA,Ty,Okada,,Washington,Montana State,,,,0.0,NFL,,,Ty Okada
SEA,Easton,Gibbs,,Washington,Wyoming,,,,0.0,NFL,,,Easton Gibbs
SEA,Chris,Stoll,,Washington,Penn State,,,,0.0,NFL,,,Chris Stoll
SEA,Drake,Thomas,,Washington,North Carolina State,,,,0.0,NFL,,,Drake Thomas
SEA,Devin,Richardson,,Washington,Washington State,,,,0.0,NFL,,,Devin Richardson
SEA,Kobe,Lewis,,Washington,Florida Atlantic,,,,0.0,NFL,,,Kobe Lewis
SEA,Nelson,Ceaser,,Washington,Houston,,,,0.0,NFL,,,Nelson Ceaser
SEA,Sunny,Anderson,,Washington,Grambling State,,,,0.0,NFL,,,Sunny Anderson
SEA,Tyrice,Knight,,Washington,Texas-El Paso,,,,0.0,NFL,,,Tyrice Knight
SEA,Joshua,Onujiogu,,Washington,Framingham State,,,,0.0,NFL,,,Joshua Onujiogu
SEA,Patrick,O'Connell,,Washington,Montana,,,,0.0,NFL,,,Patrick O'Connell
SEA,Olu,Oluwatimi,,Washington,Michigan,,,,0.0,NFL,,,Olu Oluwatimi
SEA,Darrell,Taylor,,Washington,Tennessee,,,,1.0,NFL,,,Darrell Taylor
SEA,Boye,Mafe,,Washington,Minnesota,,,,1.0,NFL,,,Boye Mafe
SEA,Dre'Mont,Jones,,Washington,Ohio State,,,,1.0,NFL,,,Dre'Mont Jones
SEA,Nick,Harris,,Washington,Washington,,,,1.0,NFL,,,Nick Harris
SEA,Nathan,Pickering,,Washington,Mississippi State,,,,0.0,NFL,,,Nathan Pickering
SEA,Derick,Hall,,Washington,Auburn,,,,0.0,NFL,,,Derick Hall
SEA,Jon,Rhattigan,,Washington,Army,,,,1.0,NFL,,,Jon Rhattigan
SEA,Michael,Novitsky,,Washington,Kansas,,,,0.0,NFL,,,Michael Novitsky
SEA,Buddha,Jones,,Washington,Troy,,,,0.0,NFL,,,Buddha Jones
SEA,Sataoa,Laumea,,Washington,Utah,,,,,NFL,,,Sataoa Laumea
SEA,Christian,Haynes,,Washington,Connecticut,,,,,NFL,,,Christian Haynes
SEA,Michael,Jerrell,,Washington,Findlay,,,,,NFL,,,Michael Jerrell
SEA,McClendon,Curtis,,Washington,Chattanooga,,,,0.0,NFL,,,McClendon Curtis
SEA,Charles,Cross,,Washington,Mississippi State,,,,1.0,NFL,,,Charles Cross
SEA,Max,Pircher,,Washington,Innsbruck (Austria),,,,1.0,NFL,,,Max Pircher
SEA,Laken,Tomlinson,,Washington,Duke,,,,2.0,NFL,,,Laken Tomlinson
SEA,Abraham,Lucas,,Washington,Washington State,,,,1.0,NFL,,,Abraham Lucas
SEA,Tremayne,Anchrum Jr.,,Washington,Clemson,,,,1.0,NFL,,,Tremayne Anchrum Jr.
SEA,George,Fant,,Washington,Western Kentucky,,,,2.0,NFL,,,George Fant
SEA,Anthony,Bradford,,Washington,LSU,,,,0.0,NFL,,,Anthony Bradford
SEA,Garret,Greenfield,,Washington,South Dakota State,,,,,NFL,,,Garret Greenfield
SEA,Matt,Gotel,,Washington,West Florida,,,,0.0,NFL,,,Matt Gotel
SEA,Stone,Forsythe,,Washington,Florida,,,,1.0,NFL,,,Stone Forsythe
SEA,Raiqwon,O'Neal,,Washington,UCLA,,,,0.0,NFL,,,Raiqwon O'Neal
SEA,Laviska,Shenault Jr.,,Washington,Colorado,,,,1.0,NFL,,,Laviska Shenault Jr.
SEA,Cody,White,,Washington,Michigan State,,,,1.0,NFL,,,Cody White
SEA,Dareke,Young,,Washington,Lenoir-Rhyne,,,,1.0,NFL,,,Dareke Young
SEA,Hayden,Hatten,,Washington,Idaho,,,,0.0,NFL,,,Hayden Hatten
SEA,Tyler,Mabry,,Washington,Maryland,,,,1.0,NFL,,,Tyler Mabry
SEA,Pharaoh,Brown,,Washington,Oregon,,,,1.0,NFL,,,Pharaoh Brown
SEA,Noah,Fant,,Washington,Iowa,,,,1.0,NFL,,,Noah Fant
SEA,AJ,Barner,,Washington,Michigan,,,,0.0,NFL,,,AJ Barner
SEA,Jack,Westover,,Washington,Washington,,,,0.0,NFL,,,Jack Westover
SEA,Jarran,Reed,,Washington,Alabama,,,,2.0,NFL,,,Jarran Reed
SEA,Byron,Murphy II,,Washington,Texas,,,,0.0,NFL,,,Byron Murphy II
SEA,Cameron,Young,,Washington,Mississippi State,,,,0.0,NFL,,,Cameron Young
SEA,Mike,Morris,,Washington,Michigan,,,,0.0,NFL,,,Mike Morris
SEA,Myles,Adams,,Washington,Rice,,,,1.0,NFL,,,Myles Adams
SEA,Johnathan,Hankins,,Washington,Ohio State,,,,2.0,NFL,,,Johnathan Hankins
SEA,Devere,Levelston,,Washington,Southern Methodist,,,,0.0,NFL,,,Devere Levelston
SEA,Leonard,Williams,,Washington,USC,,,,2.0,NFL,,,Leonard Williams
TB,Yaya,Diaby,,Florida,Louisville,,,,5.0,NFL,,,Yaya Diaby
TB,Rachaad,White,,Florida,Arizona State,,,,8.0,NFL,,,Rachaad White
TB,Kyle,Trask,,Florida,Florida,,,,11.0,NFL,,,Kyle Trask
TB,Jordan,Whitehead,,Florida,Pittsburgh,,,,12.0,NFL,,,Jordan Whitehead
TB,Chase,McLaughlin,,Florida,Illinois,,,,23.0,NFL,,,Chase McLaughlin
TB,Jake,Camarda,,Florida,Georgia,,,,8.0,NFL,,,Jake Camarda
TB,Baker,Mayfield,,Florida,Oklahoma,,,,12.0,NFL,,,Baker Mayfield
TB,Bucky,Irving,,Florida,Oregon,,,,0.0,NFL,,,Bucky Irving
TB,SirVocea,Dennis,,Florida,Pittsburgh,,,,5.0,NFL,,,SirVocea Dennis
TB,Joe,Tryon-Shoyinka,,Florida,Washington,,,,11.0,NFL,,,Joe Tryon-Shoyinka
TB,Kameron,Johnson,,Florida,Barton,,,,0.0,NFL,,,Kameron Johnson
TB,Trey,Palmer,,Florida,Nebraska,,,,5.0,NFL,,,Trey Palmer
TB,John,Wolford,,Florida,Wake Forest,,,,14.0,NFL,,,John Wolford
TB,Mike,Evans,,Florida,Texas A&M,,,,18.0,NFL,,,Mike Evans
TB,Chris,Godwin,,Florida,Penn State,,,,13.0,NFL,,,Chris Godwin
TB,Jalen,McMillan,,Florida,Washington,,,,0.0,NFL,,,Jalen McMillan
TB,Keenan,Isaac,,Florida,Alabama State,,,,3.0,NFL,,,Keenan Isaac
TB,Raleigh,Webb,,Florida,The Citadel,,,,5.0,NFL,,,Raleigh Webb
TB,Rakim,Jarrett,,Florida,Maryland,,,,5.0,NFL,,,Rakim Jarrett
TB,Zack,Annexstad,,Florida,Illinois State,,,,0.0,NFL,,,Zack Annexstad
TB,Andrew,Hayes,,Florida,Central Arkansas,,,,0.0,NFL,,,Andrew Hayes
TB,Chase,Edmonds,,Florida,Fordham,,,,12.0,NFL,,,Chase Edmonds
TB,Tykee,Smith,,Florida,Georgia,,,,0.0,NFL,,,Tykee Smith
TB,Tyrek,Funderburk,,Florida,Appalachian State,,,,0.0,NFL,,,Tyrek Funderburk
TB,Sterling,Shepard,,Florida,Oklahoma,,,,15.0,NFL,,,Sterling Shepard
TB,Kaevon,Merriweather,,Florida,Iowa,,,,5.0,NFL,,,Kaevon Merriweather
TB,Zyon,McCollum,,Florida,Sam Houston State,,,,8.0,NFL,,,Zyon McCollum
TB,Cephus,Johnson III,,Florida,Southeastern Louisiana,,,,3.0,NFL,,,Cephus Johnson III
TB,Christian,Izien,,Florida,Rutgers,,,,5.0,NFL,,,Christian Izien
TB,D.J.,Williams,,Florida,Arizona,,,,0.0,NFL,,,D.J. Williams
TB,Antoine,Winfield Jr.,,Florida,Minnesota,,,,14.0,NFL,,,Antoine Winfield Jr.
TB,Josh,Hayes,,Florida,Kansas State,,,,5.0,NFL,,,Josh Hayes
TB,Jose,Ramirez,,Florida,Eastern Michigan,,,,3.0,NFL,,,Jose Ramirez
TB,Bryce,Hall,,Florida,Virginia,,,,14.0,NFL,,,Bryce Hall
TB,Jamel,Dean,,Florida,Auburn,,,,16.0,NFL,,,Jamel Dean
TB,Chris,McDonald,,Florida,Toledo,,,,0.0,NFL,,,Chris McDonald
TB,Tavierre,Thomas,,Florida,Ferris State,,,,12.0,NFL,,,Tavierre Thomas
TB,Rashad,Wisdom,,Florida,Texas-San Antonio,,,,0.0,NFL,,,Rashad Wisdom
TB,Marcus,Banks,,Florida,Mississippi State,,,,0.0,NFL,,,Marcus Banks
TB,Ko,Kieft,,Florida,Minnesota,,,,8.0,NFL,,,Ko Kieft
TB,Chris,Braswell,,Florida,Alabama,,,,0.0,NFL,,,Chris Braswell
TB,Sean,Tucker,,Florida,Syracuse,,,,5.0,NFL,,,Sean Tucker
TB,Ramon,Jefferson,,Florida,Kentucky,,,,0.0,NFL,,,Ramon Jefferson
TB,Kalen,DeLoach,,Florida,Florida State,,,,0.0,NFL,,,Kalen DeLoach
TB,Antonio,Grier Jr.,,Florida,Arkansas,,,,,NFL,,,Antonio Grier Jr.
TB,Shaun,Peterson Jr,,Florida,Central Florida,,,,0.0,NFL,,,Shaun Peterson Jr
TB,Vita,Vea,,Florida,Washington,,,,12.0,NFL,,,Vita Vea
TB,J.J.,Russell,,Florida,Memphis,,,,8.0,NFL,,,J.J. Russell
TB,K.J.,Britt,,Florida,Auburn,,,,11.0,NFL,,,K.J. Britt
TB,Vi,Jones,,Florida,North Carolina State,,,,5.0,NFL,,,Vi Jones
TB,Lavonte,David,,Florida,Nebraska,,,,21.0,NFL,,,Lavonte David
TB,Randy,Gregory,,Florida,Nebraska,,,,12.0,NFL,,,Randy Gregory
TB,Daniel,Grzesiak,,Florida,Cincinnati,,,,0.0,NFL,,,Daniel Grzesiak
TB,Markees,Watts,,Florida,Charlotte,,,,5.0,NFL,,,Markees Watts
TB,Judge,Culpepper,,Florida,Toledo,,,,0.0,NFL,,,Judge Culpepper
TB,Xavier,Delgado,,Florida,Missouri,,,,,NFL,,,Xavier Delgado
TB,Silas,Dzansi,,Florida,Virginia Tech,,,,3.0,NFL,,,Silas Dzansi
TB,Graham,Barton,,Florida,Duke,,,,0.0,NFL,,,Graham Barton
TB,Avery,Jones,,Florida,Auburn,,,,0.0,NFL,,,Avery Jones
TB,Luke,Goedeke,,Florida,Central Michigan,,,,8.0,NFL,,,Luke Goedeke
TB,Ben,Bredeson,,Florida,Michigan,,,,14.0,NFL,,,Ben Bredeson
TB,Cody,Mauch,,Florida,North Dakota State,,,,5.0,NFL,,,Cody Mauch
TB,Robert,Hainsey,,Florida,Notre Dame,,,,11.0,NFL,,,Robert Hainsey
TB,Lorenz,Metz,,Florida,Cincinnati,,,,0.0,NFL,,,Lorenz Metz
TB,Luke,Haggard,,Florida,Indiana,,,,3.0,NFL,,,Luke Haggard
TB,Brandon,Walton,,Florida,Florida Atlantic,,,,5.0,NFL,,,Brandon Walton
TB,Earnest,Brown,,Florida,Northwestern,,,,5.0,NFL,,,Earnest Brown
TB,Lwal,Uguak,,Florida,TCU,,,,0.0,NFL,,,Lwal Uguak
TB,Sua,Opeta,,Florida,Weber State,,,,14.0,NFL,,,Sua Opeta
TB,Justin,Skule,,Florida,Vanderbilt,,,,14.0,NFL,,,Justin Skule
TB,Tristan,Wirfs,,Florida,Iowa,,,,14.0,NFL,,,Tristan Wirfs
TB,Elijah,Klein,,Florida,Texas-El Paso,,,,,NFL,,,Elijah Klein
TB,Tanner,Knue,,Florida,Eastern Michigan,,,,0.0,NFL,,,Tanner Knue
TB,Ryan,Miller,,Florida,Furman,,,,3.0,NFL,,,Ryan Miller
TB,Devin,Culp,,Florida,Washington,,,,0.0,NFL,,,Devin Culp
TB,Cody,Thompson,,Florida,Toledo,,,,8.0,NFL,,,Cody Thompson
TB,Tanner,Taula,,Florida,Illinois State,,,,3.0,NFL,,,Tanner Taula
TB,Latreal,Jones,,Florida,Southern Mississippi,,,,0.0,NFL,,,Latreal Jones
TB,Evan,Deckers,,Florida,Duke,,,,3.0,NFL,,,Evan Deckers
TB,Payne,Durham,,Florida,Purdue,,,,5.0,NFL,,,Payne Durham
TB,Cade,Otton,,Florida,Washington,,,,8.0,NFL,,,Cade Otton
TB,David,Wells,,Florida,San Diego State,,,,11.0,NFL,,,David Wells
TB,Logan,Hall,,Florida,Houston,,,,8.0,NFL,,,Logan Hall
TB,Mike,Greene,,Florida,James Madison,,,,5.0,NFL,,,Mike Greene
TB,William,Gholston,,Florida,Michigan State,,,,20.0,NFL,,,William Gholston
TB,Eric,Banks,,Florida,Texas-San Antonio,,,,5.0,NFL,,,Eric Banks
TB,Calijah,Kancey,,Florida,Pittsburgh,,,,5.0,NFL,,,Calijah Kancey
TB,C.J.,Brewer,,Florida,Coastal Carolina,,,,3.0,NFL,,,C.J. Brewer
TB,Greg,Gaines,,Florida,Washington,,,,16.0,NFL,,,Greg Gaines
TB,Zach,Triner,,Florida,Assumption,,,,12.0,NFL,,,Zach Triner
TB,Anthony,Nelson,,Florida,Iowa,,,,16.0,NFL,,,Anthony Nelson
TEN,Calvin,Ridley,,Tennessee,Alabama,,,,13.0,NFL,,,Calvin Ridley
TEN,Tyjae,Spears,,Tennessee,Tulane,,,,4.0,NFL,,,Tyjae Spears
TEN,Caleb,Farley,,Tennessee,Virginia Tech,,,,8.0,NFL,,,Caleb Farley
TEN,Ryan,Stonehouse,,Tennessee,Colorado State,,,,6.0,NFL,,,Ryan Stonehouse
TEN,Kearis,Jackson,,Tennessee,Georgia,,,,4.0,NFL,,,Kearis Jackson
TEN,Nick,Folk,,Tennessee,Arizona,,,,25.0,NFL,,,Nick Folk
TEN,Malik,Willis,,Tennessee,Liberty,,,,6.0,NFL,,,Malik Willis
TEN,Will,Levis,,Tennessee,Kentucky,,,,4.0,NFL,,,Will Levis
TEN,DeAndre,Hopkins,,Tennessee,Clemson,,,,16.0,NFL,,,DeAndre Hopkins
TEN,Mason,Rudolph,,Tennessee,Oklahoma State,,,,10.0,NFL,,,Mason Rudolph
TEN,Mason,Kinsey,,Tennessee,Berry College,,,,4.0,NFL,,,Mason Kinsey
TEN,Chidobe,Awuzie,,Tennessee,Colorado,,,,12.0,NFL,,,Chidobe Awuzie
TEN,Colton,Dowell,,Tennessee,Tennessee-Martin,,,,4.0,NFL,,,Colton Dowell
TEN,Nick,Westbrook-Ikhine,,Tennessee,Indiana,,,,10.0,NFL,,,Nick Westbrook-Ikhine
TEN,Treylon,Burks,,Tennessee,Arkansas,,,,6.0,NFL,,,Treylon Burks
TEN,Ty,Zentner,,Tennessee,Kansas State,,,,4.0,NFL,,,Ty Zentner
TEN,Kyle,Philips,,Tennessee,UCLA,,,,6.0,NFL,,,Kyle Philips
TEN,Jha'Quan,Jackson,,Tennessee,Tulane,,,,0.0,NFL,,,Jha'Quan Jackson
TEN,Tony,Pollard,,Tennessee,Memphis,,,,13.0,NFL,,,Tony Pollard
TEN,Roger,McCreary,,Tennessee,Auburn,,,,6.0,NFL,,,Roger McCreary
TEN,Tre,Avery,,Tennessee,Rutgers,,,,6.0,NFL,,,Tre Avery
TEN,Elijah,Molden,,Tennessee,Washington,,,,8.0,NFL,,,Elijah Molden
TEN,Hassan,Haskins,,Tennessee,Michigan,,,,6.0,NFL,,,Hassan Haskins
TEN,Shyheim,Carter,,Tennessee,Alabama,,,,4.0,NFL,,,Shyheim Carter
TEN,Jarvis,Brownlee Jr.,,Tennessee,Louisville,,,,0.0,NFL,,,Jarvis Brownlee Jr.
TEN,Tay,Gowan,,Tennessee,Central Florida,,,,6.0,NFL,,,Tay Gowan
TEN,Jabari,Small,,Tennessee,Tennessee,,,,0.0,NFL,,,Jabari Small
TEN,Keaton,Ellis,,Tennessee,Penn State,,,,0.0,NFL,,,Keaton Ellis
TEN,Gabe,Jeudy-Lally,,Tennessee,Tennessee,,,,0.0,NFL,,,Gabe Jeudy-Lally
TEN,Eric,Garror,,Tennessee,Louisiana-Lafayette,,,,4.0,NFL,,,Eric Garror
TEN,Dillon,Johnson,,Tennessee,Washington,,,,0.0,NFL,,,Dillon Johnson
TEN,Robert,Javier,,Tennessee,Towson,,,,0.0,NFL,,,Robert Javier
TEN,Julius,Chestnut,,Tennessee,Sacred Heart,,,,6.0,NFL,,,Julius Chestnut
TEN,Amani,Hooker,,Tennessee,Iowa,,,,13.0,NFL,,,Amani Hooker
TEN,L'Jarius,Sneed,,Tennessee,Louisiana Tech,,,,10.0,NFL,,,L'Jarius Sneed
TEN,Matthew,Jackson,,Tennessee,Eastern Kentucky,,,,4.0,NFL,,,Matthew Jackson
TEN,Anthony,Kendall,,Tennessee,Baldwin Wallace,,,,4.0,NFL,,,Anthony Kendall
TEN,Otis,Reese IV,,Tennessee,Mississippi,,,,4.0,NFL,,,Otis Reese IV
TEN,Caleb,Murphy,,Tennessee,Ferris State,,,,4.0,NFL,,,Caleb Murphy
TEN,Mike,Brown,,Tennessee,Miami (OH),,,,4.0,NFL,,,Mike Brown
TEN,Chance,Campbell,,Tennessee,Mississippi,,,,6.0,NFL,,,Chance Campbell
TEN,Morgan,Cox,,Tennessee,Tennessee,,,,22.0,NFL,,,Morgan Cox
TEN,JoJo,Domann,,Tennessee,Nebraska,,,,4.0,NFL,,,JoJo Domann
TEN,Brayden,Narveson,,Tennessee,North Carolina State,,,,0.0,NFL,,,Brayden Narveson
TEN,Thomas,Rush,,Tennessee,Minnesota,,,,2.0,NFL,,,Thomas Rush
TEN,Arden,Key,,Tennessee,LSU,,,,10.0,NFL,,,Arden Key
TEN,Jack,Gibbens,,Tennessee,Minnesota,,,,4.0,NFL,,,Jack Gibbens
TEN,Cedric,Gray,,Tennessee,North Carolina,,,,0.0,NFL,,,Cedric Gray
TEN,James,Williams,,Tennessee,Miami (FL),,,,0.0,NFL,,,James Williams
TEN,Saahdiq,Charles,,Tennessee,LSU,,,,10.0,NFL,,,Saahdiq Charles
TEN,Khalid,Duke,,Tennessee,Kansas State,,,,0.0,NFL,,,Khalid Duke
TEN,Garret,Wallow,,Tennessee,TCU,,,,8.0,NFL,,,Garret Wallow
TEN,JC,Latham,,Tennessee,Alabama,,,,,NFL,,,JC Latham
TEN,Kenneth,Murray,,Tennessee,Oklahoma,,,,10.0,NFL,,,Kenneth Murray
TEN,Luke,Gifford,,Tennessee,Nebraska,,,,13.0,NFL,,,Luke Gifford
TEN,Harold,Landry III,,Tennessee,Boston College,,,,10.0,NFL,,,Harold Landry III
TEN,Daniel,Brunskill,,Tennessee,San Diego State,,,,13.0,NFL,,,Daniel Brunskill
TEN,John,Ojukwu,,Tennessee,Boise State,,,,2.0,NFL,,,John Ojukwu
TEN,Geron,Christian,,Tennessee,Louisville,,,,10.0,NFL,,,Geron Christian
TEN,Brian,Dooley,,Tennessee,Eastern Michigan,,,,,NFL,,,Brian Dooley
TEN,Sebastian,Joseph-Day,,Tennessee,Rutgers,,,,10.0,NFL,,,Sebastian Joseph-Day
TEN,Cole,Spencer,,Tennessee,Texas Tech,,,,,NFL,,,Cole Spencer
TEN,Jaelyn,Duncan,,Tennessee,Maryland,,,,4.0,NFL,,,Jaelyn Duncan
TEN,Leroy,Watson IV,,Tennessee,Texas-San Antonio,,,,4.0,NFL,,,Leroy Watson IV
TEN,Lachavious,Simmons,,Tennessee,Tennessee State,,,,8.0,NFL,,,Lachavious Simmons
TEN,Dillon,Radunz,,Tennessee,North Dakota State,,,,8.0,NFL,,,Dillon Radunz
TEN,Andrew,Rupcich,,Tennessee,Culver-Stockton,,,,2.0,NFL,,,Andrew Rupcich
TEN,Isaiah,Iton,,Tennessee,Rutgers,,,,0.0,NFL,,,Isaiah Iton
TEN,Peter,Skoronski,,Tennessee,Northwestern,,,,4.0,NFL,,,Peter Skoronski
TEN,Nicholas,Petit-Frere,,Tennessee,Ohio State,,,,6.0,NFL,,,Nicholas Petit-Frere
TEN,Lloyd,Cushenberry III,,Tennessee,LSU,,,,10.0,NFL,,,Lloyd Cushenberry III
TEN,Bryce,Oliver,,Tennessee,Youngstown State,,,,0.0,NFL,,,Bryce Oliver
TEN,Josh,Whyle,,Tennessee,Cincinnati,,,,4.0,NFL,,,Josh Whyle
TEN,Tre'Shaun,Harrison,,Tennessee,Oregon State,,,,2.0,NFL,,,Tre'Shaun Harrison
TEN,Tyler,Boyd,,Tennessee,Pittsburgh,,,,13.0,NFL,,,Tyler Boyd
TEN,Nick,Vannett,,Tennessee,Ohio State,,,,13.0,NFL,,,Nick Vannett
TEN,Chigoziem,Okonkwo,,Tennessee,Maryland,,,,6.0,NFL,,,Chigoziem Okonkwo
TEN,Steven,Stilianos,,Tennessee,Iowa,,,,0.0,NFL,,,Steven Stilianos
TEN,Sam,Schnee,,Tennessee,Northern Iowa,,,,0.0,NFL,,,Sam Schnee
TEN,David,Martin-Robinson,,Tennessee,Temple,,,,0.0,NFL,,,David Martin-Robinson
TEN,Thomas,Odukoya,,Tennessee,Eastern Michigan,,,,2.0,NFL,,,Thomas Odukoya
TEN,Marlon,Davidson,,Tennessee,Auburn,,,,8.0,NFL,,,Marlon Davidson
TEN,Keondre,Coburn,,Tennessee,Texas,,,,4.0,NFL,,,Keondre Coburn
TEN,Jaylen,Harrell,,Tennessee,Michigan,,,,0.0,NFL,,,Jaylen Harrell
TEN,T'Vondre,Sweat,,Tennessee,Texas,,,,0.0,NFL,,,T'Vondre Sweat
TEN,TK,McLendon Jr.,,Tennessee,Eastern Kentucky,,,,4.0,NFL,,,TK McLendon Jr.
TEN,Quinton,Bohanna,,Tennessee,Kentucky,,,,8.0,NFL,,,Quinton Bohanna
TEN,Jeffery,Simmons,,Tennessee,Mississippi State,,,,13.0,NFL,,,Jeffery Simmons
TEN,Rashad,Weaver,,Tennessee,Pittsburgh,,,,8.0,NFL,,,Rashad Weaver
WAS,Marcus,Mariota,,District of Columbia,Oregon,,,,15.0,NFL,,,Marcus Mariota
WAS,Jahan,Dotson,,District of Columbia,Penn State,,,,7.0,NFL,,,Jahan Dotson
WAS,Dyami,Brown,,District of Columbia,North Carolina,,,,9.0,NFL,,,Dyami Brown
WAS,Mike,Sainristil,,District of Columbia,Michigan,,,,0.0,NFL,,,Mike Sainristil
WAS,Ramiz,Ahmed,,District of Columbia,Nevada,,,,5.0,NFL,,,Ramiz Ahmed
WAS,Frankie,Luvu,,District of Columbia,Washington State,,,,11.0,NFL,,,Frankie Luvu
WAS,Jayden,Daniels,,District of Columbia,LSU,,,,0.0,NFL,,,Jayden Daniels
WAS,Dante,Fowler Jr.,,District of Columbia,Florida,,,,15.0,NFL,,,Dante Fowler Jr.
WAS,Michael,Wiley,,District of Columbia,Arizona,,,,0.0,NFL,,,Michael Wiley
WAS,Brian,Robinson Jr.,,District of Columbia,Alabama,,,,7.0,NFL,,,Brian Robinson Jr.
WAS,Tress,Way,,District of Columbia,Oklahoma,,,,17.0,NFL,,,Tress Way
WAS,Kazmeir,Allen,,District of Columbia,UCLA,,,,2.0,NFL,,,Kazmeir Allen
WAS,Jeremy,Chinn,,District of Columbia,Southern Illinois,,,,12.0,NFL,,,Jeremy Chinn
WAS,Sam,Hartman,,District of Columbia,Notre Dame,,,,0.0,NFL,,,Sam Hartman
WAS,Luke,McCaffrey,,District of Columbia,Rice,,,,0.0,NFL,,,Luke McCaffrey
WAS,Damiere,Byrd,,District of Columbia,South Carolina,,,,12.0,NFL,,,Damiere Byrd
WAS,Emmanuel,Forbes Jr.,,District of Columbia,Mississippi State,,,,5.0,NFL,,,Emmanuel Forbes Jr.
WAS,Olamide,Zaccheaus,,District of Columbia,Virginia,,,,14.0,NFL,,,Olamide Zaccheaus
WAS,Dax,Milne,,District of Columbia,Brigham Young,,,,9.0,NFL,,,Dax Milne
