Team,FirstName,LastName,Nationality,Team_Location,College,HighSchool,BirthState,State_Born,Experience,League,BirthCity,State,FullName
New England Revolution,Tomás Alejandro,Chancalay,Argentina,Massachusetts,,,,,,MLS,,,Tomás Alejandro Chancalay
New England Revolution,Xavier Ricardo,Arreaga Bermello,Ecuador,Massachusetts,,,,,,MLS,,,Xavier Ricardo Arreaga Bermello
New England Revolution,Brandon,Bye,United States,Massachusetts,,,,,,MLS,,,Brandon Bye
New England Revolution,DeJuan Lytelle,Jones,United States,Massachusetts,,,,,,MLS,,,DeJuan Lytelle Jones
New England Revolution,Dylan Felipe,Borrero Caicedo,Colombia,Massachusetts,,,,,,MLS,,,Dylan Felipe Borrero Caicedo
New England Revolution,Henrich,Ravas,Slovakia,Massachusetts,,,,,,MLS,,,Henrich Ravas
New England Revolution,Henry,Kessler,United States,Massachusetts,,,,,,MLS,,,Henry Kessler
New England Revolution,Noel,Buck,England,Massachusetts,,,,,,MLS,,,Noel Buck
New England Revolution,Ryan,Spaulding,United States,Massachusetts,,,,,,MLS,,,Ryan Spaulding
New England Revolution,Esmir,Bajraktarevic,United States,Massachusetts,,,,,,MLS,,,Esmir Bajraktarevic
New England Revolution,Jack,Panayotou,United States,Massachusetts,,,,,,MLS,,,Jack Panayotou
New England Revolution,Joshua,Bolma,Ghana,Massachusetts,,,,,,MLS,,,Joshua Bolma
New England Revolution,Santiago,Suarez,United States,Massachusetts,,,,,,MLS,,,Santiago Suarez
New England Revolution,Peyton James,Miller,United States,Massachusetts,,,,,,MLS,,,Peyton James Miller
New England Revolution,Malcolm,Fry,United States,Massachusetts,,,,,,MLS,,,Malcolm Fry
New England Revolution,John David ,Gunn Curlin,Panama,Massachusetts,,,,,,MLS,,,John David  Gunn Curlin
New York City Football Club,Maximiliano Nicolás ,Moralez,Argentina,New York,,,,,,MLS,,,Maximiliano Nicolás  Moralez
New York City Football Club,Thiago,Martins Bueno,Brazil,New York,,,,,,MLS,,,Thiago Martins Bueno
New York City Football Club,Hannes,Wolf,Austria,New York,,,,,,MLS,,,Hannes Wolf
New York City Football Club,Birk,Risa,Norway,New York,,,,,,MLS,,,Birk Risa
New York City Football Club,James Hoban,Sands,United States,New York,,,,,,MLS,,,James Hoban Sands
New York City Football Club,Andrés Felipe,Perea Castañeda,United States,New York,,,,,,MLS,,,Andrés Felipe Perea Castañeda
New York City Football Club,Keaton,Alexander Parks,United States,New York,,,,,,MLS,,,Keaton Alexander Parks
New York City Football Club,Strahinja,Tanasijević,Serbia,New York,,,,,,MLS,,,Strahinja Tanasijević
New York City Football Club,Luis ,Barraza,United States,New York,,,,,,MLS,,,Luis  Barraza
New York City Football Club,Justin,Haak,United States,New York,,,,,,MLS,,,Justin Haak
New York City Football Club,Matt,Freese,United States,New York,,,,,,MLS,,,Matt Freese
New York City Football Club,Santiago Mariano,Rodríguez Molina,Uruguay,New York,,,,,,MLS,,,Santiago Mariano Rodríguez Molina
New York City Football Club,Talles Magno,Bacelar Martins,Brazil,New York,,,,,,MLS,,,Talles Magno Bacelar Martins
New York City Football Club,Tayvon Howard ,Gray,Jamaica,New York,,,,,,MLS,,,Tayvon Howard  Gray
New York City Football Club,Andres,Jasson,United States,New York,,,,,,MLS,,,Andres Jasson
New York City Football Club,Rio ,Hope-Gund,United States,New York,,,,,,MLS,,,Rio  Hope-Gund
New York City Football Club,Tomás Lían,Romero Keubler,El Salvador,New York,,,,,,MLS,,,Tomás Lían Romero Keubler
New York City Football Club,Adrian Alonso,Martínez Batista,Costa Rica,New York,,,,,,MLS,,,Adrian Alonso Martínez Batista
New York City Football Club,Julián,Fernández,Argentina,New York,,,,,,MLS,,,Julián Fernández
New York City Football Club,Maximo,Carrizo,United States,New York,,,,,,MLS,,,Maximo Carrizo
New York City Football Club,Kevin,O'Toole,United States,New York,,,,,,MLS,,,Kevin O'Toole
New York City Football Club,Axel Agustin,Ojeda,Argentina,New York,,,,,,MLS,,,Axel Agustin Ojeda
New York City Football Club,Mitja,Ilenič,Slovenia,New York,,,,,,MLS,,,Mitja Ilenič
New York City Football Club,Christian,McFarlane,England,New York,,,,,,MLS,,,Christian McFarlane
New York City Football Club,Jovan,Mijatović,Serbia,New York,,,,,,MLS,,,Jovan Mijatović
New York City Football Club,Monsef,Bakrar,Algeria,New York,,,,,,MLS,,,Monsef Bakrar
New York City Football Club,Drew,Baiera,United States,New York,,,,,,MLS,,,Drew Baiera
New York City Football Club,Jonathan,Shore,United States,New York,,,,,,MLS,,,Jonathan Shore
New York City Football Club,Alexander,Rando,United States,New York,,,,,,MLS,,,Alexander Rando
New York City Football Club,Malachi,Jones,Sierra Leone,New York,,,,,,MLS,,,Malachi Jones
New York City Football Club,Jacob ,Arroyave,United States,New York,,,,,,MLS,,,Jacob  Arroyave
New York Red Bulls,Ryan,Meara,United States,New Jersey,,,,,,MLS,,,Ryan Meara
New York Red Bulls,Emil,Forsberg,Sweden,New Jersey,,,,,,MLS,,,Emil Forsberg
New York Red Bulls,Dante,Vanzeir,Belgium,New Jersey,,,,,,MLS,,,Dante Vanzeir
New York Red Bulls,Cory Lamar Crossgill,Burke,Jamaica,New Jersey,,,,,,MLS,,,Cory Lamar Crossgill Burke
New York Red Bulls,Carlos Miguel,Coronel,Paraguay,New Jersey,,,,,,MLS,,,Carlos Miguel Coronel
New York Red Bulls,Kyle,Duncan,United States,New Jersey,,,,,,MLS,,,Kyle Duncan
New York Red Bulls,Lewis,Morgan,Scotland,New Jersey,,,,,,MLS,,,Lewis Morgan
New York Red Bulls,Andrés Felipe,Reyes Ambuila,Colombia,New Jersey,,,,,,MLS,,,Andrés Felipe Reyes Ambuila
New York Red Bulls,Frankie,Amaya,United States,New Jersey,,,,,,MLS,,,Frankie Amaya
New York Red Bulls,Sean,Nealis,United States,New Jersey,,,,,,MLS,,,Sean Nealis
New York Red Bulls,Dylan,Nealis,United States,New Jersey,,,,,,MLS,,,Dylan Nealis
New York Red Bulls,John Michael ,Tolkin,United States,New Jersey,,,,,,MLS,,,John Michael  Tolkin
New York Red Bulls,Noah,Eile,Sweden,New Jersey,,,,,,MLS,,,Noah Eile
New York Red Bulls,Cameron,Harper,United States,New Jersey,,,,,,MLS,,,Cameron Harper
New York Red Bulls,Wikelman José,Carmona Torres,Venezuela,New Jersey,,,,,,MLS,,,Wikelman José Carmona Torres
New York Red Bulls,Bento ,Estrela,United States,New Jersey,,,,,,MLS,,,Bento  Estrela
New York Red Bulls,Elias Manoel,Alves de Paula,Brazil,New Jersey,,,,,,MLS,,,Elias Manoel Alves de Paula
New York Red Bulls,Anthony,Marcucci,United States,New Jersey,,,,,,MLS,,,Anthony Marcucci
New York Red Bulls,Serge,Ngoma,United States,New Jersey,,,,,,MLS,,,Serge Ngoma
New York Red Bulls,Daniel,Edelman,United States,New Jersey,,,,,,MLS,,,Daniel Edelman
New York Red Bulls,Dennis,Gjengaar,Norway,New Jersey,,,,,,MLS,,,Dennis Gjengaar
New York Red Bulls,Peter,Stroud,United States,New Jersey,,,,,,MLS,,,Peter Stroud
New York Red Bulls,Curtis,Ofori,United States,New Jersey,,,,,,MLS,,,Curtis Ofori
New York Red Bulls,Omar Javier,Valencia Araúz,Panama,New Jersey,,,,,,MLS,,,Omar Javier Valencia Araúz
New York Red Bulls,Ronald,Donkor,Mali,New Jersey,,,,,,MLS,,,Ronald Donkor
New York Red Bulls,Juan Jose,Mina,Colombia,New Jersey,,,,,,MLS,,,Juan Jose Mina
New York Red Bulls,Julian,Hall,United States,New Jersey,,,,,,MLS,,,Julian Hall
New York Red Bulls,Roald,Mitchell,United States,New Jersey,,,,,,MLS,,,Roald Mitchell
New York Red Bulls,Mohammed ,Sofo,Ghana,New Jersey,,,,,,MLS,,,Mohammed  Sofo
New York Red Bulls,Aidan Charles,O'Connor,United States,New Jersey,,,,,,MLS,,,Aidan Charles O'Connor
Orlando City Soccer Club,Marcelo Nicolás,Lodeiro Benítez,Uruguay,Florida,,,,,,MLS,,,Marcelo Nicolás Lodeiro Benítez
Orlando City Soccer Club,Luis Fernando,Muriel Fruto,Colombia,Florida,,,,,,MLS,,,Luis Fernando Muriel Fruto
Orlando City Soccer Club,Felipe,Martins Campanholi,Brazil,Florida,,,,,,MLS,,,Felipe Martins Campanholi
Orlando City Soccer Club,Rodrigo Adrián,Schlegel,Argentina,Florida,,,,,,MLS,,,Rodrigo Adrián Schlegel
Orlando City Soccer Club,Pedro David,Gallese Quiróz,Peru,Florida,,,,,,MLS,,,Pedro David Gallese Quiróz
Orlando City Soccer Club,Wilder José,Cartagena Mendoza,Peru,Florida,,,,,,MLS,,,Wilder José Cartagena Mendoza
Orlando City Soccer Club,Mason,Stajduhar,United States,Florida,,,,,,MLS,,,Mason Stajduhar
Orlando City Soccer Club,Martín Exequiel,Ojeda,Argentina,Florida,,,,,,MLS,,,Martín Exequiel Ojeda
Orlando City Soccer Club,Robin,Jansson,Sweden,Florida,,,,,,MLS,,,Robin Jansson
Orlando City Soccer Club,Facundo Daniel,Torres Pérez,Uruguay,Florida,,,,,,MLS,,,Facundo Daniel Torres Pérez
Orlando City Soccer Club,Rafael Lucas,Cardoso dos Santos,Brazil,Florida,,,,,,MLS,,,Rafael Lucas Cardoso dos Santos
Orlando City Soccer Club,Kyle,Smith,United States,Florida,,,,,,MLS,,,Kyle Smith
Orlando City Soccer Club,César Nahue,Araujo Vilches,Uruguay,Florida,,,,,,MLS,,,César Nahue Araujo Vilches
Orlando City Soccer Club,Iván Darío,Angulo Cortéz,Colombia,Florida,,,,,,MLS,,,Iván Darío Angulo Cortéz
Orlando City Soccer Club,Michael,Halliday,United States,Florida,,,,,,MLS,,,Michael Halliday
Orlando City Soccer Club,Wilfredo Amarat,Rivera Cepeda,Puerto Rico,Florida,,,,,,MLS,,,Wilfredo Amarat Rivera Cepeda
Orlando City Soccer Club,Ramiro,Enrique Paz,Argentina,Florida,,,,,,MLS,,,Ramiro Enrique Paz
Orlando City Soccer Club,David,Brekalo,Slovenia,Florida,,,,,,MLS,,,David Brekalo
Orlando City Soccer Club,Thomas,Williams,United States,Florida,,,,,,MLS,,,Thomas Williams
Orlando City Soccer Club,Jack,Lynn,United States,Florida,,,,,,MLS,,,Jack Lynn
Orlando City Soccer Club,Alexander,Freeman,United States,Florida,,,,,,MLS,,,Alexander Freeman
Orlando City Soccer Club,Javier,Otero Fernández,Venezuela,Florida,,,,,,MLS,,,Javier Otero Fernández
Orlando City Soccer Club,Dagur Dan,Þórhallsson,Iceland,Florida,,,,,,MLS,,,Dagur Dan Þórhallsson
Orlando City Soccer Club,Favian,Loyola,United States,Florida,,,,,,MLS,,,Favian Loyola
Orlando City Soccer Club,Shakur,Mohammed,Ghana,Florida,,,,,,MLS,,,Shakur Mohammed
Orlando City Soccer Club,Duncan,McGuire,United States,Florida,,,,,,MLS,,,Duncan McGuire
Orlando City Soccer Club,Tahir Yazid,Reid-Brown,United States,Florida,,,,,,MLS,,,Tahir Yazid Reid-Brown
Orlando City Soccer Club,Jeorgio ,Kocevski,United States,Florida,,,,,,MLS,,,Jeorgio  Kocevski
Orlando City Soccer Club,Yutaro ,Tsukada,Japan,Florida,,,,,,MLS,,,Yutaro  Tsukada
Philadelphia Union,Andre Jason,Blake,Jamaica,Pennsylvania,,,,,,MLS,,,Andre Jason Blake
Philadelphia Union,Alejandro,Bedoya,United States,Pennsylvania,,,,,,MLS,,,Alejandro Bedoya
Philadelphia Union,Mikael,Uhre,Denmark,Pennsylvania,,,,,,MLS,,,Mikael Uhre
Philadelphia Union,Jakob,Glesnes,Norway,Pennsylvania,,,,,,MLS,,,Jakob Glesnes
Philadelphia Union,Olivier,Mbaissidara Mbaizo,Cameroon,Pennsylvania,,,,,,MLS,,,Olivier Mbaissidara Mbaizo
Philadelphia Union,Damion Onandi,Lowe,Jamaica,Pennsylvania,,,,,,MLS,,,Damion Onandi Lowe
Philadelphia Union,Jack,Elliott,England,Pennsylvania,,,,,,MLS,,,Jack Elliott
Philadelphia Union,Dániel,Gazdag,Hungary,Pennsylvania,,,,,,MLS,,,Dániel Gazdag
Philadelphia Union,Julián,Carranza,Argentina,Pennsylvania,,,,,,MLS,,,Julián Carranza
Philadelphia Union,Jesús Daniel,Bueno Añez,Venezuela,Pennsylvania,,,,,,MLS,,,Jesús Daniel Bueno Añez
Philadelphia Union,José Andrés,Martínez,Venezuela,Pennsylvania,,,,,,MLS,,,José Andrés Martínez
Philadelphia Union,Kai,Wagner,Germany,Pennsylvania,,,,,,MLS,,,Kai Wagner
Philadelphia Union,Quinn,Sullivan,United States,Pennsylvania,,,,,,MLS,,,Quinn Sullivan
Philadelphia Union,Nathan,Harriel,United States,Pennsylvania,,,,,,MLS,,,Nathan Harriel
Philadelphia Union,Jack,McGlynn,United States,Pennsylvania,,,,,,MLS,,,Jack McGlynn
Philadelphia Union,Leon Maximilian,Flach,Germany,Pennsylvania,,,,,,MLS,,,Leon Maximilian Flach
Philadelphia Union,Jose Jamir,Berdecio Mendoza,Bolivia,Pennsylvania,,,,,,MLS,,,Jose Jamir Berdecio Mendoza
Philadelphia Union,Isaiah,LeFlore,United States,Pennsylvania,,,,,,MLS,,,Isaiah LeFlore
Philadelphia Union,Thai,Baribo,Israel,Pennsylvania,,,,,,MLS,,,Thai Baribo
Philadelphia Union,Bukuru Jack- Sanders,Ngabo,Denmark,Pennsylvania,,,,,,MLS,,,Bukuru Jack- Sanders Ngabo
Philadelphia Union,Bukuru Jack- Sanders,Ngabo,Denmark,Pennsylvania,,,,,,MLS,,,Bukuru Jack- Sanders Ngabo
Philadelphia Union,Christopher,Donovan,United States,Pennsylvania,,,,,,MLS,,,Christopher Donovan
Philadelphia Union,Holden,Trent,United States,Pennsylvania,,,,,,MLS,,,Holden Trent
Philadelphia Union,Jeremy,Rafanello,United States,Pennsylvania,,,,,,MLS,,,Jeremy Rafanello
Philadelphia Union,Olwethu,Makhanya,South Africa,Pennsylvania,,,,,,MLS,,,Olwethu Makhanya
Philadelphia Union,Nicholas,Pariano,United States,Pennsylvania,,,,,,MLS,,,Nicholas Pariano
Philadelphia Union,Markus Adeniyi,Anderson Adedeji,United States,Pennsylvania,,,,,,MLS,,,Markus Adeniyi Anderson Adedeji
Philadelphia Union,Oliver,Semmle,Germany,Pennsylvania,,,,,,MLS,,,Oliver Semmle
Philadelphia Union,Andrew ,Rick,United States,Pennsylvania,,,,,,MLS,,,Andrew  Rick
Philadelphia Union,David,Vazquez,United States,Pennsylvania,,,,,,MLS,,,David Vazquez
Philadelphia Union,Christopher James,Olney,United States,Pennsylvania,,,,,,MLS,,,Christopher James Olney
Portland Timbers,Jonathan Javier,Rodríguez Portillo,Uruguay,Oregon,,,,,,MLS,,,Jonathan Javier Rodríguez Portillo
Portland Timbers,Claudio Nicolás,Bravo,Argentina,Oregon,,,,,,MLS,,,Claudio Nicolás Bravo
Portland Timbers,Eric,Miller,United States,Oregon,,,,,,MLS,,,Eric Miller
Portland Timbers,Maxime,Crépeau,Canada,Oregon,,,,,,MLS,,,Maxime Crépeau
Portland Timbers,Diego Ferney,Chará Zamora,Colombia,Oregon,,,,,,MLS,,,Diego Ferney Chará Zamora
Portland Timbers,Dairon Estibens,Asprilla Rivas,Colombia,Oregon,,,,,,MLS,,,Dairon Estibens Asprilla Rivas
Portland Timbers,Miguel Gianpirre,Araujo Blanco,Peru,Oregon,,,,,,MLS,,,Miguel Gianpirre Araujo Blanco
Portland Timbers,Dario,Župarić,Croatia,Oregon,,,,,,MLS,,,Dario Župarić
Portland Timbers,Cristhian Fabián,Paredes Maciel,Paraguay,Oregon,,,,,,MLS,,,Cristhian Fabián Paredes Maciel
Portland Timbers,Evander,da Silva Ferreira,Brazil,Oregon,,,,,,MLS,,,Evander da Silva Ferreira
Portland Timbers,James,Pantemis,Canada,Oregon,,,,,,MLS,,,James Pantemis
Portland Timbers,Larrys,Mabiala Destin,DR Congo,Oregon,,,,,,MLS,,,Larrys Mabiala Destin
Portland Timbers,Felipe Andrés,Mora Aliaga,Chile,Oregon,,,,,,MLS,,,Felipe Andrés Mora Aliaga
Portland Timbers,Marvin Antonio,Loría Leitón,Costa Rica,Oregon,,,,,,MLS,,,Marvin Antonio Loría Leitón
Portland Timbers,Nathan Uiliam,Fogaça,Brazil,Oregon,,,,,,MLS,,,Nathan Uiliam Fogaça
Portland Timbers,Eryk Tyrek,Williamson,United States,Oregon,,,,,,MLS,,,Eryk Tyrek Williamson
Portland Timbers,Kamal Anthony,Miller,Canada,Oregon,,,,,,MLS,,,Kamal Anthony Miller
Portland Timbers,Trey,Muse,United States,Oregon,,,,,,MLS,,,Trey Muse
Portland Timbers,Santiago,Moreno,Colombia,Oregon,,,,,,MLS,,,Santiago Moreno
Portland Timbers,Maximiliano David,Ayala,Argentina,Oregon,,,,,,MLS,,,Maximiliano David Ayala
Portland Timbers,Juan David,Mosquera López,Colombia,Oregon,,,,,,MLS,,,Juan David Mosquera López
Portland Timbers,Zachery Lewis,McGraw,Canada,Oregon,,,,,,MLS,,,Zachery Lewis McGraw
Portland Timbers,Hunter,Sulte,United States,Oregon,,,,,,MLS,,,Hunter Sulte
Portland Timbers,Antony,Alves Santos,Brazil,Oregon,,,,,,MLS,,,Antony Alves Santos
Portland Timbers,Sawyer George,Jura,United States,Oregon,,,,,,MLS,,,Sawyer George Jura
Portland Timbers,Kyle,Linhares,United States,Oregon,,,,,,MLS,,,Kyle Linhares
Real Salt Lake,Bryan Josué,Oviedo Jiménez,Costa Rica,Utah,,,,,,MLS,,,Bryan Josué Oviedo Jiménez
Real Salt Lake,Zac,MacMath,United States,Utah,,,,,,MLS,,,Zac MacMath
Real Salt Lake,Justen Thomas,Glad,United States,Utah,,,,,,MLS,,,Justen Thomas Glad
Real Salt Lake,Andrew,Brody,United States,Utah,,,,,,MLS,,,Andrew Brody
Real Salt Lake,Tomás,Gómez,United States,Utah,,,,,,MLS,,,Tomás Gómez
Real Salt Lake,Matt,Crooks,England,Utah,,,,,,MLS,,,Matt Crooks
Real Salt Lake,Marcelo Andrés,Silva Fernández,Uruguay,Utah,,,,,,MLS,,,Marcelo Andrés Silva Fernández
Real Salt Lake,Alexandros,Katranis,Greece,Utah,,,,,,MLS,,,Alexandros Katranis
Real Salt Lake,Anderson Andrés,Julio Santos,Ecuador,Utah,,,,,,MLS,,,Anderson Andrés Julio Santos
Real Salt Lake,Pablo,Ruíz,Argentina,Utah,,,,,,MLS,,,Pablo Ruíz
Real Salt Lake,Braian Oscar,Ojeda Rodríguez,Paraguay,Utah,,,,,,MLS,,,Braian Oscar Ojeda Rodríguez
Real Salt Lake,Erik ,Holt,United States,Utah,,,,,,MLS,,,Erik  Holt
Real Salt Lake,Brayan Emanuel,Vera Ramírez,Colombia,Utah,,,,,,MLS,,,Brayan Emanuel Vera Ramírez
Real Salt Lake,Maikel,Chang,Cuba,Utah,,,,,,MLS,,,Maikel Chang
Real Salt Lake,Cristian Daniel,Arango Duque,Colombia,Utah,,,,,,MLS,,,Cristian Daniel Arango Duque
Real Salt Lake,Bode,Davis,United States,Utah,,,,,,MLS,,,Bode Davis
Real Salt Lake,Nelson,Palacio,Colombia,Utah,,,,,,MLS,,,Nelson Palacio
Real Salt Lake,Axel,Kei,United States,Utah,,,,,,MLS,,,Axel Kei
Real Salt Lake,Carlos Andrés,Gómez Hinestroza,Colombia,Utah,,,,,,MLS,,,Carlos Andrés Gómez Hinestroza
Real Salt Lake,Gavin,Beavers,United States,Utah,,,,,,MLS,,,Gavin Beavers
Real Salt Lake,Zackery,Farnsworth,United States,Utah,,,,,,MLS,,,Zackery Farnsworth
Real Salt Lake,Jude,Wellings,United States,Utah,,,,,,MLS,,,Jude Wellings
Real Salt Lake,Philip,Quinton,United States,Utah,,,,,,MLS,,,Philip Quinton
Real Salt Lake,Diego,Luna,United States,Utah,,,,,,MLS,,,Diego Luna
Real Salt Lake,Noel,Caliskan,Germany,Utah,,,,,,MLS,,,Noel Caliskan
Real Salt Lake,Ilijah,Paul Gindiri,United States,Utah,,,,,,MLS,,,Ilijah Paul Gindiri
Real Salt Lake,Emeka,Somto Eneli,United States,Utah,,,,,,MLS,,,Emeka Somto Eneli
Real Salt Lake,Bertin,Jacquesson,France,Utah,,,,,,MLS,,,Bertin Jacquesson
Real Salt Lake,Zavier,Gozo,United States,Utah,,,,,,MLS,,,Zavier Gozo
Real Salt Lake,Luis,Rivera,United States,Utah,,,,,,MLS,,,Luis Rivera
Real Salt Lake,Fidel Junior,Barajas Juarez,Mexico,Utah,,,,,,MLS,,,Fidel Junior Barajas Juarez
Real Salt Lake,Derrick Nicholas,Silva,United States,Utah,,,,,,MLS,,,Derrick Nicholas Silva
Real Salt Lake,José Kevin,Bonilla,United States,Utah,,,,,,MLS,,,José Kevin Bonilla
Real Salt Lake,Matthew,Bell,Jamaica,Utah,,,,,,MLS,,,Matthew Bell
Real Salt Lake,Darón ,Iskenderian,Armenia,Utah,,,,,,MLS,,,Darón  Iskenderian
Real Salt Lake,Keller ,Storlie,United States,Utah,,,,,,MLS,,,Keller  Storlie
San Jose Earthquakes,Alfredo,Morales,United States,California,,,,,,MLS,,,Alfredo Morales
San Jose Earthquakes,Cristian Omar,Espinoza,Argentina,California,,,,,,MLS,,,Cristian Omar Espinoza
San Jose Earthquakes,Carlos Armando,Gruezo Arboleda,Ecuador,California,,,,,,MLS,,,Carlos Armando Gruezo Arboleda
San Jose Earthquakes,Tommy,Thompson,United States,California,,,,,,MLS,,,Tommy Thompson
San Jose Earthquakes,William Paul,Yarbrough Story,United States,California,,,,,,MLS,,,William Paul Yarbrough Story
San Jose Earthquakes,Antônio Josenildo,Rodrigues de Oliveira,Brazil,California,,,,,,MLS,,,Antônio Josenildo Rodrigues de Oliveira
San Jose Earthquakes,Vítor,Costa de Brito,Brazil,California,,,,,,MLS,,,Vítor Costa de Brito
San Jose Earthquakes,Bruno,Wilson,Portugal,California,,,,,,MLS,,,Bruno Wilson
San Jose Earthquakes,Daniel,De Sousa Brito,Brazil,California,,,,,,MLS,,,Daniel De Sousa Brito
San Jose Earthquakes,Jackson,Yueill,United States,California,,,,,,MLS,,,Jackson Yueill
San Jose Earthquakes,Jeremy Edward Nirina,Ebobisse Ebolo,United States,California,,,,,,MLS,,,Jeremy Edward Nirina Ebobisse Ebolo
San Jose Earthquakes,James Thomas 'J.T.',Marcinkowski,United States,California,,,,,,MLS,,,James Thomas 'J.T.' Marcinkowski
San Jose Earthquakes,Michael Robert,Otucan Baldisimo,Philippines,California,,,,,,MLS,,,Michael Robert Otucan Baldisimo
San Jose Earthquakes,Carlos,Akapo Martínez,Equatorial Guinea,California,,,,,,MLS,,,Carlos Akapo Martínez
San Jose Earthquakes,Paul,Marie,France,California,,,,,,MLS,,,Paul Marie
San Jose Earthquakes,Cade Dylan,Cowell,United States,California,,,,,,MLS,,,Cade Dylan Cowell
San Jose Earthquakes,Hernán,López Muñoz,Argentina,California,,,,,,MLS,,,Hernán López Muñoz
San Jose Earthquakes,James Tanner,Beason,United States,California,,,,,,MLS,,,James Tanner Beason
San Jose Earthquakes,Emmanuel,Ochoa,United States,California,,,,,,MLS,,,Emmanuel Ochoa
San Jose Earthquakes,Casey,Walls,United States,California,,,,,,MLS,,,Casey Walls
San Jose Earthquakes,Jack,Skahan,United States,California,,,,,,MLS,,,Jack Skahan
San Jose Earthquakes,Benjamin,Kikanovic,United States,California,,,,,,MLS,,,Benjamin Kikanovic
San Jose Earthquakes,Amahl William,Pellegrino,Norway,California,,,,,,MLS,,,Amahl William Pellegrino
San Jose Earthquakes,Will,Richmond,United States,California,,,,,,MLS,,,Will Richmond
San Jose Earthquakes,Jacob,Jackson,United States,California,,,,,,MLS,,,Jacob Jackson
San Jose Earthquakes,Niko,Tsakiris,United States,California,,,,,,MLS,,,Niko Tsakiris
San Jose Earthquakes,Ousséni,Bouda,Burkina Faso,California,,,,,,MLS,,,Ousséni Bouda
San Jose Earthquakes,Preston,Judd,United States,California,,,,,,MLS,,,Preston Judd
San Jose Earthquakes,Cruz Ivan,Medina,United States,California,,,,,,MLS,,,Cruz Ivan Medina
San Jose Earthquakes,Daniel,Munie,United States,California,,,,,,MLS,,,Daniel Munie
San Jose Earthquakes,Oscar Anthony,Verhoeven,United States,California,,,,,,MLS,,,Oscar Anthony Verhoeven
San Jose Earthquakes,Chance Derek,Cowell Maldonado,Mexico,California,,,,,,MLS,,,Chance Derek Cowell Maldonado
San Jose Earthquakes,Edwyn,Mendoza Magana,United States,California,,,,,,MLS,,,Edwyn Mendoza Magana
San Jose Earthquakes,Mikołaj,Biegański,Poland,California,,,,,,MLS,,,Mikołaj Biegański
San Jose Earthquakes,Jamar,Ricketts,United States,California,,,,,,MLS,,,Jamar Ricketts
San Jose Earthquakes,Beau ,Leroux,United States,California,,,,,,MLS,,,Beau  Leroux
Seattle Sounders Football Club,Yeimar Pastor,Gómez Andrade,Colombia,Washington,,,,,,MLS,,,Yeimar Pastor Gómez Andrade
Seattle Sounders Football Club,Albert,Rusnák,Slovakia,Washington,,,,,,MLS,,,Albert Rusnák
Seattle Sounders Football Club,Stefan,Frei,Switzerland,Washington,,,,,,MLS,,,Stefan Frei
Seattle Sounders Football Club,Cristian,Roldan,United States,Washington,,,,,,MLS,,,Cristian Roldan
Seattle Sounders Football Club,Jordan Perry,Morris,United States,Washington,,,,,,MLS,,,Jordan Perry Morris
Seattle Sounders Football Club,Raúl Mario,Ruidíaz Misitich,Peru,Washington,,,,,,MLS,,,Raúl Mario Ruidíaz Misitich
Seattle Sounders Football Club,João Paulo,Mior,Brazil,Washington,,,,,,MLS,,,João Paulo Mior
Seattle Sounders Football Club,Nathan Raphael,Pelae Cardoso,Brazil,Washington,,,,,,MLS,,,Nathan Raphael Pelae Cardoso
